run_id,campaign_id,host,benchmark,query_id,band,dbms,schema_config,scale_factor,block,sequence_id,position,framework,path,param_set_id,is_warmup,elapsed_s,rows_returned,status,note,ceiling_s,load1,pid,session_id,timestamp
df87e6a5fdef,campaign-sf1,mado,tpch,Q01,Medium,mysql,non-indexed,1,0,2,0,sqlalchemy,orm,q01warm,1,27.495465,4,ok,,900000,1.35,170282,134973161210704,2026-09-05T16:31:07.287-05:00
df87e6a5fdef,campaign-sf1,mado,tpch,Q01,Medium,mysql,non-indexed,1,0,2,1,sqlalchemy,sql,q01warm,1,27.346856,4,ok,,900000,1.21,170282,134973161210704,2026-09-05T16:31:34.634-05:00
df87e6a5fdef,campaign-sf1,mado,tpch,Q01,Medium,mysql,non-indexed,1,0,2,2,django,orm,q01warm,1,27.243646,4,ok,,900000,1.14,170282,134973161210704,2026-09-05T16:32:01.878-05:00
df87e6a5fdef,campaign-sf1,mado,tpch,Q01,Medium,mysql,non-indexed,1,0,2,3,django,sql,q01warm,1,27.501903,4,ok,,900000,1.09,170282,134973161210704,2026-09-05T16:32:29.380-05:00
df87e6a5fdef,campaign-sf1,mado,tpch,Q01,Medium,mysql,non-indexed,1,1,2,-1,django,sql,q01s0,2,27.372249,,ok,,900000,1.05,170282,134973161210704,2026-09-05T16:32:56.756-05:00
df87e6a5fdef,campaign-sf1,mado,tpch,Q01,Medium,mysql,non-indexed,1,1,2,-1,django,orm,q01s0,2,27.248995,,ok,,900000,1.03,170282,134973161210704,2026-09-05T16:33:24.005-05:00
df87e6a5fdef,campaign-sf1,mado,tpch,Q01,Medium,mysql,non-indexed,1,1,2,-1,sqlalchemy,sql,q01s0,2,27.23051,,ok,,900000,1.2,170282,134973161210704,2026-09-05T16:33:51.235-05:00
df87e6a5fdef,campaign-sf1,mado,tpch,Q01,Medium,mysql,non-indexed,1,1,2,-1,sqlalchemy,orm,q01s0,2,27.207244,,ok,,900000,1.13,170282,134973161210704,2026-09-05T16:34:18.443-05:00
df87e6a5fdef,campaign-sf1,mado,tpch,Q01,Medium,mysql,non-indexed,1,1,2,0,sqlalchemy,orm,q01s0,0,27.267835,4,ok,,900000,1.08,170282,134973161210704,2026-09-05T16:34:45.711-05:00
df87e6a5fdef,campaign-sf1,mado,tpch,Q01,Medium,mysql,non-indexed,1,1,2,1,sqlalchemy,sql,q01s0,0,27.234938,4,ok,,900000,1.5,170282,134973161210704,2026-09-05T16:35:12.946-05:00
df87e6a5fdef,campaign-sf1,mado,tpch,Q01,Medium,mysql,non-indexed,1,1,2,2,django,orm,q01s0,0,27.203434,4,ok,,900000,1.3,170282,134973161210704,2026-09-05T16:35:40.149-05:00
df87e6a5fdef,campaign-sf1,mado,tpch,Q01,Medium,mysql,non-indexed,1,1,2,3,django,sql,q01s0,0,27.430449,4,ok,,900000,1.2,170282,134973161210704,2026-09-05T16:36:07.580-05:00
